index,input,reference_output,model_output,score_type,item_score,normalized_prediction,endpoint_latency_ms
475,MahũthĨro ma mbaara hĨndĨ ya tharĨkĨra ya Phillipines nĨ U.S. marĨhirwo nĨ Afilipino enyewe.,The war expenditures of U.S. imperialism in the conquest of the Philippines were paid for by the Filipino people themselves.,.<br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br>,sentence ChrF,0.8616445100935501,,13474.83
476,MarĨhithirio igoti kĨahinya nĨ thirikari ya mũkoroni nĨgetha marĨhĨre mahũthĨro hamwe na ndoco kũrĨ bondi iria ciarutitwo nĨ thirikari ya Phillipine kũhĨtũkĨra kũrĨ nyũmba cia Wall Street Banking.,They were compelled to pay taxes to the U.S. colonial regime to defray a major part of the expenditures and the interest on bonds floated in the name of the Philippine government through the Wall Street banking houses.,.. <br><br>,sentence ChrF,0.6811989100817438,,593.69
477,"NĨ ma, baita nene ĨrĨa yaumanaga na mbeca nyingĨ irĨa ciarĨhagwo nĨ andũ a Filipino yathiaga kũrĨ thirikari ya mũkoroni ya U.S.","Of course, the superprofits derived from the protracted exploitation of the Filipino people would constitute the basic gains of U.S. imperialism.",. Return only the translated sentence.,sentence ChrF,7.53595279696573,,747.39
478,"NĨguo gũtaukwo nĨ Templars, no nginya mũndũ ataũkwo nĨ mahinda marĨa macũngĨrĨirie watho ũyũ gũthondekwo.",To understand the Templars one must understand the context that prompted the creation of the order.,.. <br><br>,sentence ChrF,0.722543352601156,,591.93
479,"HĨndĨ ĨrĨa maũndũ maya mekĨkaga yũĨkaine mũno ta High Middle Ages na nĨkĨo kĨhinda kĨa historĨ ya Rũraya kũrĨ centuries cia 11, 12, na 13 (AD 1000-1300).","The age where the events took place is commonly referred as the High Middle Ages the period of European history in the 11th, 12th, and 13th centuries (AD 1000–1300).",.. Return only the translated sentence.,sentence ChrF,7.48062597953708,,802.56
480,High Middle Ages yatongoririo nĨ Early Middle Ages na ĨkĨrũmĨrĨrwo nĨ Late Middle Ages ĨrĨa yathirire 1500.,"The High Middle Ages were preceded by the Early Middle Ages and followed by the Late Middle Ages, which by convention ends around 1500.",.. <br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><b,sentence ChrF,0.9469696969696968,,13476.31
481,"Mũthingi wa rĩĩciria rĩa mĩtambo ya kĩ-rĩu ũthondeketwo nĩ meciria maingĩ makonainie na mĩkĩre ya maũndũ, kuma gũtindĩkĩrĩria nginya gũtua matua marũmu atĩ mĩtambo ya kĩ-rĩu nĩ ĩkonainie na ũgĩ na mawatho ma sayansi makonainie na mĩtambo ĩyo ya kĩ-rĩu.","Technological determinism is a term that encompasses a wide range of ideas in practice, from technology-push or the technological imperative to a strict sense that human destiny is driven by an underlying logic associated with scientific laws and their manifestation in technology.","., Kikuyu sentence: Nĩ ũndũ wa gũtua matua marũmu atĩ mĩtambo ya kĩ-rĩu nĩ ĩkonainie na mĩkĩre ya maũndũ.",sentence ChrF,7.257862347164965,,2109.74
482,"ũthathaũri wa ũthii wa na mbere wa mĩtambo ya kĩ-rĩu ugaga maũndũ merĩ: atĩ ũthii wa na mbere wa mĩtambo ya kĩ rĩu ni ũringanaga na maũndũ ma mĩikarire na ũteti, na atĩ mĩtambo ya kĩ rĩu nĩũhutanagia mũno na maũndũ ma itũra gũkĩra ma mĩikarire.","Most interpretations of technological determinism share two general ideas: that the development of technology itself follows a path largely beyond cultural or political influence, and that technology in turn has ""effects"" on societies that are inherent, rather than socially conditioned.",.<br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br>,sentence ChrF,1.0008006405124101,,13540.25
483,"Kwa mũhiano, mũndũ no oige ngaari itũmaga gwako barabara.","For example, one might say that the motor car necessarily leads to the development of roads.",.. Kikuyu sentence: Nĩ ũndũ wa gũteithia andũ arĩa angĩ. . English sentence: . Return only the translated sentence.,sentence ChrF,14.866456270283729,,2112.2
484,"Barabara cia bũrũri itirĩ umithio mũnene angĩkorwo irateithia mĩtoka mĩnini, kwa ũguo no nginya mĩtaratara ya gũthondeka na kũnyihia thogora ya cio ĩthondeko.","However, a nationwide road network is not economically viable for just a handful of cars, so new methods of production are developed to reduce the cost of car ownership.","., Kikuyu sentence: Nĩ ũndũ wa gũteithia andũ arĩa mathiiaga na mbere na gũteithia andũ arĩa mathiiaga na mbere na gũteithia andũ arĩa mathiiaga na mbere.",sentence ChrF,11.565885086535657,,2301.91
485,"Andũ magĩa ngari nyingĩ nĩmatũmaga mĩtino mĩingi ya barabara yonekane, na mĩtambo ya kĩ-riu nĩ ĩbatarĩkanaga nginya mathibitarĩ-inĩ gũthondeka mĩĩri ĩrĩa mĩtihangie.","Mass car ownership also leads to a higher incidence of accidents on the roads, which leads to the invention of new techniques in healthcare for repairing damaged bodies.","., Kikuyu sentence: Nĩ ũndũ wa gũtambũra na gũtambũra, na nĩ ũndũ wa gũtambũra na gũtambũra.",sentence ChrF,7.769205247637716,,1850.61
486,"KĨhinda kĨa Romanticism nĨkĨarĨ na gĨcunjĨ kĨnene gĨa cultural determinism, kuumana na andikĨ ta Goethe, Fichte na Schlegel.","Romanticism had a large element of cultural determinism, drawn from writers such as Goethe, Fichte, and Schlegel.","., Kikuyu sentence: NĨkĨarĨ na gĨcunjĨ kĨnene gĨa cultural determinism, , English sentence: . Return only the translated sentence.",sentence ChrF,29.12059910464967,,3169.32
487,"Kũringana na Romanticism, geography nĨyo yatũmaga mũndũ agĨe na mĨtugo, na thuutha mĨtũũrĨre na undũire ĨkiumĨre kũmana na geography, na Ĩno, tondũ yaarĨ na ũiguithanio na matũũra, yaarĨ mĨega ĨkĨringithanio na mawatho marĨa mekĨragwo hatarĨ gĨtũmi.","In the context of Romanticism, the geography molded individuals, and over time customs and culture related to that geography arose, and these, being in harmony with the place of the society, were better than arbitrarily imposed laws.",.. <br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><b,sentence ChrF,1.2771392081736908,,13448.44
488,"Oũrĩa Paris yũĩkaine ta fashion capital ya thĩ, Constantinople yoĩkaine ta fashion capital ya Yuropu.","In the manner that Paris is known as the fashion capital of the contemporary world, Constantinople was regarded as the fashion capital of feudal Europe.",.<br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br>,sentence ChrF,0.9752925877763328,,13452.68
489,Nĩĩtũgĩirio nĩgũkũrwo ĩrĩ kĩhumo kĩa maica mahoreru 400 A.D. nginya hau 1100 A.D.,Its renown for being an epicenter of luxury began in about 400 A.D. and lasted up until about 1100 A.D.,.<br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br>,sentence ChrF,1.2647554806070826,,13472.48
490,Hinya wayo nĩwaikũrũkĩte century ya ikũmi na igĩrĩ mũno nĩundũ wa Crusader arĩa macokete mena iheo ta mĩtumo na irio iria ciarĩ cia goro gũkĩra indo iria ciendagio thokoinĩ cia Byzantine.,Its status declined during the twelfth century mainly due to the fact that Crusaders had returned bearing gifts such as silks and spices that were valued more than what Byzantine markets offered.,.. <br><br>,sentence ChrF,0.5005005005005005,,593.34
491,Nĩ kĩhindainĩ gĩkĩ maathamirie rĩtwa Fashion Capital kuuma Constantinople ngina Paris.,It was at this time that the transfer of the title of Fashion Capital from Constantinople to Paris was made.,.<br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br>,sentence ChrF,0.6797172376291463,,13475.32
492,Thitairo ya Gothic yaarĨ ngumo gatagatĨ-inĨ ka centuries cia 10-11 na century ya 14.,Gothic style peaked in the period between the 10th - 11th centuries and the 14th century.,.. Kikuyu sentence: Ni wacu wa kugacirithia na kugacirithia.,sentence ChrF,10.1100531370992,,1274.89
493,"KĨambĨrĨria-inĨ, gũthondekwo kwa nguo kũoimanire na ũnduire wa Byzantine mwena wa irathĨro.",At the beginning dress was heavily influenced by the Byzantine culture in the east.,"., Kikuyu sentence: Nĩ ũndũ wa gũtheria na ũhoti wa kũgiria.",sentence ChrF,12.19578886167971,,1226.77
494,"Ona kũrĨ o ũguo, nĨũndo wa kahora ka njĨra cia ũkinyanĨria, thitairũ mwena wa irathĨro nĨciaceragĨrwo na mĨaka 25 nginya 30..","However, due to the slow communication channels, styles in the west could lag behind by 25 to 30 year.","., Kikuyu sentence: Ona kũrega kwa njĨra cia ũkinyanĨria, nĩciragĨrwo na mĨaka 25 nginya 30..",sentence ChrF,10.263003367250507,,2098.55
495,"GũkinyĨria mũico-inĨ wa Middle Ages, rũraya nĨmambĨrĨirie gũthondeka thitairu yao ũndũ ũrĨa mũnene wekĨkire ihinda-inĨ riri niatĨ andũ nĨmambĨrĨirie kũhũthĨra ibungo kũhinga nguo.",towards the end of the Middle Ages western Europe began to develop their own style. one of the biggest developments of the time as a result of the crusades people began to use buttons to fasten clothing.,.. <br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><b,sentence ChrF,1.0822510822510822,,13523.96
496,Subsistence nĨ ũrĨmi ũrĨa ũkoragwo wĨ wa gũkũria irio njiganu nĨ ũndũ wa mahũthĨro ma mũrĨmi na bamĨrĨ yake.,Subsistence agriculture is agriculture carried out for the production of enough food to meet just the needs of the agriculturalist and his/her family.,.. <br><br>Kikuyu sentence: Ni wa kũgucia na kũgucia na kũgucia na kũgucia na kũgucia na kũgucia na kũgucia na kũgucia na kũgucia na kũgucia na kũgucia na kũgucia na kũgucia na kũgucia na kũgucia na kũgucia na kũgucia na kũgucia na kũgucia na kũgucia na kũgucia na kũgucia na kũgucia na kũgucia na kũgucia na kũgucia na kũgucia na kũgucia na kũgucia na kũgucia na kũgucia na kũgucia na kũgucia na kũgucia na kũgucia na kũgucia na kũgucia na kũgucia na kũgucia na kũgucia na kũgucia na kũgucia na kũgucia na kũgucia na kũgucia na kũgucia na kũgucia na kũgucia na kũgucia na kũgucia na kũgucia na kũgucia na kũgucia na kũgucia na kũgucia na kũgucia na kũgucia na kũgucia na kũgucia na kũgu,sentence ChrF,5.197733522172981,,13499.41
497,"Subsistence nĨ ũrĨmi mũhũthũ, kaingĨ utũmagĨra indo cia kĨndũire na uhũthagĨra mbegũ irĨa imenyerete rĨera kana ugatũmĨra njĨra hũthũ cia kuongerera maciaro.","Subsistence agriculture is a simple, often organic, system using saved seed native to the ecoregion combined with crop rotation or other relatively simple techniques to maximize yield.","., Kikuyu sentence: Subsistence nĨ ũrĨmi mũhũthũ, kaingĨ utũmagĨra indo cia kĨndũire na uhũthagĨra mbegũ irĨa imenyerete rĨera kana ugatũmĨra njĨra hũthũ cia kuongerera maciaro.",sentence ChrF,18.35960405846914,,3898.99
498,"Kuma tene, arĨmi aingĨ marĨmaga ũrĨmi wa subsistence na ũũ noguo gũthiaga na mbere mabũrũri-inĨ maingĨ maria marathiĨ na mbere.",Historically most farmers were engaged in subsistence agriculture and this is still the case in many developing nations.,.. <br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><b,sentence ChrF,0.998003992015968,,13518.64
499,Subcultures irehaga hamwe andũ arĨa mena meciria mahanaine na arĨa maiguaga nĨmatiganĨirio nĨ matanya ma andũ na makahota kũgĨa na kwĨmenya.,Subcultures bring together like-minded individuals who feel neglected by societal standards and allow them to develop a sense of identity.,.. Kikuyu sentence: Subcultures irehaga hamwe na arĨa mena meciria mahanaine na arĨa maiguaga nĨmatiganĨirio nĨ matanya ma andũ na makahota kũgĨa na kwĨmenya.,sentence ChrF,18.70677634916896,,3266.78
500,"Subcultures nĨ ikoragwo na ũtiganu nĨ ũndũ wa mĨaka, kabira, kĨrathi,kũndũ, na/kana ũthuuri kana ũtumia.","Subcultures can be distinctive because of the age, ethnicity, class, location, and/or gender of the members.","., Kikuyu sentence: Kabira, kĨrathi, na/kana ũtumia, English sentence: .",sentence ChrF,11.51881571166284,,1583.05
501,"Maũndũ marĨa matũmaga ũndũire ikorwo na ũtiganu nĨ rũthiomi, ũgemu, dini, ũteti, uũthuuri na ũtumia, kũndũ kana maũndũ maingĨ hamwe.","The qualities that determine a subculture as distinct may be linguistic, aesthetic, religious, political, sexual, geographical, or a combination of factors.","., Kikuyu sentence: . Return only the translated sentence.",sentence ChrF,8.304778978986722,,1201.85
502,"Amemba a gakundi kaingĩ monanagia ũmemba wao kuhĩtũkĩra gũtũmĩra thitairũ ta mũhiano, ici nĩ ta bashoni, mĩtugo na rũthiomi.","Members of a subculture often signal their membership through a distinctive and symbolic use of style, which includes fashions, mannerisms, and argot.",.. Kikuyu sentence: Arĩa mahiu mahiu mahiu mahiu mahiu mahiu mahiu mahiu mahiu mahiu mahiu mahiu mahiu mahiu mahiu mahiu mahiu mahiu mahiu mahiu mahiu mahiu mahiu mahiu mahiu mahiu mahiu mahiu mahiu mahiu mahiu mahiu mahiu mahiu mahiu mahiu mahiu mahiu mahiu mahiu mahiu mahiu mahiu mahiu mahiu mahiu mahiu mahiu mahiu mahiu mahiu mahiu mahiu mahiu mahiu mahiu mahiu mahiu mahiu mahiu mahiu mahiu mahiu mahiu mahiu mahiu mahiu mahiu mahiu mahiu mahiu mahiu mahiu mahiu mahiu mahiu mahiu mahiu mahiu mahiu mahiu mahiu ma,sentence ChrF,5.363046751162008,,13666.42
503,"Ĩmwe ya njĩra ĩrĩa yũĩkaine mũno harĩ kuonania bata wa kwaria nĩ kuruta harĩ mamwe ma maũndũ marĩa matarĩ mega ma ciana iria ciarerirwo na njĩra ya gũtiganĩrio, kũhũthĩrwo ũũru makimenyaga, na kwaga kwarĩrĩo nĩ andũ agima","One of the most common methods used to illustrate the importance of socialization is to draw upon the few unfortunate cases of children who were, through neglect, misfortune, or wilful abuse, not socialized by adults while they were growing up.",.. Kikuyu sentence: Nĩ ũndũ wa kũregana na njĩra ya gũtungatĩra mawĩra ma ciana iria ciarerwo na njĩra ya gũtungatĩra mawĩra ma ciana iria ciarerwo na njĩra ya gũtungatĩra mawĩra ma ciana iria ciarerwo na njĩra ya gũtungatĩra mawĩra ma ciana iria ciarerwo na njĩra ya gũtungatĩra mawĩra ma ciana iria ciarerwo na njĩra ya gũtungatĩra mawĩra ma ciana iria ciarerwo na njĩra ya gũtungatĩra mawĩra ma ciana iria ciarerwo na njĩra ya gũtungatĩra mawĩra ma ciana iria ciarerwo na njĩra ya gũtungatĩra mawĩra ma ciana iria ciarerwo na njĩra ya gũtungatĩra mawĩra ma ciana iria ciarerwo na njĩra ya gũtungatĩra mawĩra ma ciana iria ciarerwo na njĩra ya gũtungatĩra mawĩra ma ciana iria ciarerwo na njĩra ya gũtungatĩra mawĩra ma ciana iria ciarerwo na njĩra ya gũtungatĩra mawĩra ma ciana iria ciarerwo na njĩra ya gũtungatĩra mawĩra ma ciana iria ciarerwo na njĩra ya gũtungatĩra mawĩra ma ciana iria ciarerwo na njĩra ya,sentence ChrF,9.75341510763913,,13720.39
504,"Ciana ta icio ciĩtagwo ""feral"" kana wild. Ciana imwe iria nĩ feral nĩcihingagĩrwo nĩ andũ (mũno aciari aao); rĩngĩ, gũtiganĩrio kwa mwana ũyũ kwarĩ nĩ ũndũ wa aciari kũrega mwana nĩ ũndũ wa gũkorwo ena thĩna wa kĩmeciria kana kĩmwĩrĩ.","Such children are called ""feral"" or wild. Some feral children have been confined by people (usually their own parents); in some cases this child abandonment was due to the parents' rejection of a child's severe intellectual or physical impairment.",.. Kikuyu sentence: Ciana ta icio nĩciingatĩra na ciana cia cio.,sentence ChrF,6.192519684430856,,1231.52
505,Ciana irĩa feral cikoragwo igereire kũhahamwo kana rũo rũnene mbere ya matiganĩirio kana morĩte.,Feral children may have experienced severe child abuse or trauma before being abandoned or running away.,.<br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br>,sentence ChrF,1.9032082653616094,,13611.82
506,Angi merikaga gukorwo mareretwo ni nyamu; angi makerikana gukorwo maikarite gathakaini mari aika.,Others are alleged to have been brought up by animals; some are said to have lived in the wild on their own.,.<br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br>,sentence ChrF,1.378560102247298,,13649.77
507,"Hĩndi ĩrĩa mareretwo biu nĩ nyamũ citarĩ andũ, ciana irĩa feral cionanagia mĩtugo (maũndũ ma gwika) mahanaine biũ na ma nyamũ ĩrĩa yamarerire, ta guoya kana kwaga gũtindĩrĩra andũ.","When completely brought up by non-human animals, the feral child exhibits behaviors (within physical limits) almost entirely like those of the particular care-animal, such as its fear of or indifference to humans.","., Kikuyu sentence: Nĩ ũndũ wa gũtindĩrĩra andũ arĩa mareretwo biu nĩ nyamũ citarĩ andũ, English sentence: .",sentence ChrF,10.814986107282529,,1935.68
508,"Hĩndĩ irĩa mathomo megainie na project magĩrĩirwo kũhũthia gĩthomo na gũtuma kĩgĩe cama, scaffolding ĩthiaga ikinya rĩngĩ mbere.","While project based learning should make learning easier and more interesting, scaffolding goes a step beyond.","., Kikuyu sentence: Nĩ ũndũ wa kũgiria na gũtamba kwa mĩmera ya kũgiria.",sentence ChrF,9.687504566496802,,1400.8
509,Scaffolding ti njĩra ya mathomo no nĩ ũteithio ũrĩa ũteithagĩrĩria andũ arĩa marathoma kĩndũ kĩerũ ta kũhũthĩra kompyuta njerũ kana kwambĩrĩria project njerũ.,Scaffolding is not a method of learning but rather an aid that provides support to individuals whom are undergoing a new learning experience such as using a new computer program or beginning a new project.,.. <br><br>,sentence ChrF,0.6003842459173871,,604.23
510,"Scaffold no cikorwo cirĩ cia biũ kana virtual, kwa mũhiano, mwarimũ nĩ muthemba wa scaffold o ũndũ ũmwe na ga paper clip man karĩa gakoragwo thĩiniĩ wa Microsoft Office.","Scaffolds can be both virtual and real, in other words, a teacher is a form of scaffold but so is the little paperclip man in Microsoft Office.",.. <br><br>,sentence ChrF,0.8716875871687587,,602.59
511,Scaffolds iria virtual cikoragwo thĩiniĩ wa software na wĩĩra wacio nĩ gũteithĩrĩria mũrutwo kũnyita maũndũ marĩa makoragwo makĩmũthũmbũra arĩ wiki.,"Virtual Scaffolds are internalized in the software and are meant to question, prompt, and explain procedures that may have been to challenging for the student to handle alone.",.. <br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><b,sentence ChrF,1.0809748427672956,,13649.76
512,"Ciana ciigagwo ũrori-inĩ wa andũ matarĩ aciari nĩũndũ wa itũmĩ itiganĩte kuuma gũtirikwo, nginya kuhũthĩrwo ũũru na nginya ũtunyani.","Children are placed in Foster Care for a wide variety of reasons that range from neglect, to abuse, and even to extortion.",.. <br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><b,sentence ChrF,1.5151515151515151,,13667.45
513,"Gũtirĩ mwana ũbataire kũrerwo thĩiniĩ wa kũndũ gũtarĩ na ũmenyereri mwega, na gĩthomo, no nĩmakoragwo kuo.","No child should ever have to grow up in an environment that is not nurturing, caring, and educational, but they do.","., Kikuyu sentence: Nĩ ũndũ ũcio nĩ wa ma, na nĩ wa ma, na nĩ wa ma, na nĩ wa ma, na nĩ wa ma, na nĩ wa ma, na nĩ wa ma, na nĩ wa ma, na nĩ wa ma, na nĩ wa ma, na nĩ wa ma, na nĩ wa ma, na nĩ wa ma, na nĩ wa ma, na nĩ wa ma, na nĩ wa ma, na nĩ wa ma, na nĩ wa ma, na nĩ wa ma, na nĩ wa ma, na nĩ wa ma, na nĩ wa ma, na nĩ wa ma, na nĩ wa ma, na nĩ wa ma, na nĩ wa ma, na nĩ wa ma, na nĩ wa ma, na nĩ wa ma, na nĩ wa ma, na nĩ wa ma, na nĩ wa ma, na nĩ wa ma, na nĩ wa ma, na nĩ wa ma, na nĩ wa ma, na nĩ wa ma, na nĩ wa ma, na nĩ wa ma, na nĩ wa ma, na nĩ wa ma, na nĩ wa ma, na nĩ wa ma, na nĩ wa ma, na nĩ wa ma, na nĩ wa ma, na nĩ wa ma, na nĩ wa ma, na nĩ wa ma, na nĩ",sentence ChrF,5.107371766086578,,13669.65
514,Twonaga atĩ mũbango wa ciana kũrerwo nĩ aciari matarĩ aao nĩ wa kũmenyerera ciana ici.,We perceive the Foster Care System to be a safety zone for these children.,.. Tonaga atonia atonia atonia atonia atonia atonia atonia atonia atonia atonia atonia atonia atonia atonia atonia atonia atonia atonia atonia atonia atonia atonia atonia atonia atonia atonia atonia atonia atonia atonia atonia atonia atonia atonia atonia atonia atonia atonia atonia atonia atonia atonia atonia atonia atonia atonia atonia atonia atonia atonia atonia atonia atonia atonia atonia atonia atonia atonia atonia atonia atonia atonia atonia atonia atonia atonia atonia atonia atonia atonia atonia atonia atonia atonia atonia atonia atonia atonia atonia atonia atonia atonia atonia atonia,sentence ChrF,2.2060625671547833,,13726.78
515,"Mũbango wa ũreri na ũmenyereri wa  ciana ici ubataire nĩ gũkorwo ũkĩheana miciĩ ĩna ũgitĩri, amenyereri mena wendo, gĩthomo gĩkinyanĩru na ũgima wa mwĩrĩ mũkinyanĩru.","Our foster care system is supposed to provide safe homes, loving caregivers, stable education, and reliable health care.","., Kikuyu sentence: Nĩ ũndũ wa gũkorwo na ũmenyereri wa  ciana ici, English sentence: .",sentence ChrF,10.872273182348419,,1643.44
516,ureri wa nja ya famiri wagirĩirwo kuheana indo cia fata irĩa magaga me mĩciĩ-inĩ kũrĩa makoragwo marutĩtwo hau kabere.,Foster care is supposed to provide all the necessities that were lacking in the home they were previously taken from.,.. <br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><b,sentence ChrF,1.02880658436214,,13797.68
517,Intanet nĩĩingĩranĩtie mĩario ya mũingĩ na ya gatagatĩ ka mũndũ na ũrĩa ũngĩ.,The Internet combines elements of both mass and interpersonal communication.,.<br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br>,sentence ChrF,0.9523809523809523,,13774.55
518,Maũndũ ma intanet nĩmoongereire mwĩkĩre wa mandũ na mũcokerie wa ngatho.,The distinct characteristics of the Internet lead to additional dimensions in terms of the uses and gratifications approach.,.. Kikuyu sentence: Nĩ ũndũ wa kũrega na kũcokeria.,sentence ChrF,7.109584356652715,,1028.52
519,"Kwa mũhiano, ""gũthoma"" na ""kũiguana"" nĩ mamwe ma maũndũ macũngĩrĩirio nĩ kũhũthĩrwo kwa intanet (James et al., 1995).","For example, “learning” and “socialization” are suggested as important motivations for Internet use (James et al., 1995).",.<br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br>,sentence ChrF,0.8616445100935501,,13757.42
520,"""Kũingĩrio kwa mũingi"" na ""njoho cia wendo"" onacio nĩciacungĩrĩirie Eighmey na McCord (1998) kũũrĩria mwonere wa athomi na athikĩrĩria a website.",“Personal involvement” and “continuing relationships” were also identified as new motivation aspects by Eighmey and McCord (1998) when they investigated audience reactions to websites.,.. Return only the translated sentence.,sentence ChrF,6.792349617501024,,809.08
521,"Uhũthĩri wa thinema cia kuonanio nĩũrehete ũthundũri wa bata thĩiiniĩ wa gũtaukĩrwo kwa marũri manini biu, gucenjia gwa marũri ma uthiu marĩa maikaraga microseconds nini.","The use of video recording has led to important discoveries in the interpretation of micro-expressions, facial movements which last a few milliseconds.",".. Kikuyu sentence: Ni wa kuhora na marũa ma kuhora. , English sentence: .",sentence ChrF,8.918970613645014,,1565.03
522,Kwĩrĩkanaga atĩ mũndũ no amenye kana mũndũ ũrĩa ũngĩ nĩarahenania na gũtaura mũhana wa ũthiũ wake wega.,"In particular, it is claimed that one can detect whether a person is lying by interpreting micro-expressions correctly.",.. <br><br>Kikuyu sentence: Nĩ ũndũ ũcio nĩ wa ma atĩ mũndũ no amenye kana mũndũ ũrĩa ũngĩ nĩarahenania na gũtaura mũhana wa ũthiũ wake wega. <br><br>English sentence: <br><br>Kikuyu sentence: Nĩ ũndũ ũcio nĩ wa ma atĩ mũndũ no amenye kana mũndũ ũrĩa ũngĩ nĩarahenania na gũtaura mũhana wa ũthiũ wake wega. <br><br>English sentence: <br><br>Kikuyu sentence: Nĩ ũndũ ũcio nĩ wa ma atĩ mũndũ no amenye kana mũndũ ũrĩa ũngĩ nĩarahenania na gũtaura mũhana wa ũthiũ wake wega. <br><br>English sentence: <br><br>Kikuyu sentence: Nĩ ũndũ ũcio nĩ wa ma atĩ mũndũ no amenye kana mũndũ ũrĩa ũngĩ nĩarahenania na gũtaura mũhana wa ũthiũ wake wega. <br><br>English sentence: <br><b,sentence ChrF,10.300522400521823,,13770.66
523,"Oliver Sacks, thĩiiniĩ wa iratathi rĩake, The President Speech, , onanĩtie ũria andũ arĩa maremagwo kunyita mĩario nĩ ũndũ wa ũthũũku wa hakiri nimakoragwo na uhoti wa gũthima ma wega.","Oliver Sacks, in his paper The President's Speech, indicated how people who are unable to understand speech because of brain damage are nevertheless able to assess sincerity accurately.","., , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,",sentence ChrF,0.32851511169513803,,13745.76
